"bairro","cidade","bairro-2","cidade-2","distancia","distancia_km"
"RIO MARINHO"," VILA VELHA","NOVA ROSA PENHA"," CARIACICA",19568,"19,6 km"
"RIO MARINHO"," VILA VELHA","ITAPEMIRIM"," CARIACICA",3582,"3,6 km"
"RIO MARINHO"," VILA VELHA","JARDIM CAMPO GRANDE"," CARIACICA",6106,"6,1 km"
"RIO MARINHO"," VILA VELHA","SÃO GERALDO"," CARIACICA",4670,"4,7 km"
"RIO MARINHO"," VILA VELHA","CAMPO GRANDE"," CARIACICA",5401,"5,4 km"
"RIO MARINHO"," VILA VELHA","CRUZEIRO DO SUL"," CARIACICA",6123,"6,1 km"
"RIO MARINHO"," VILA VELHA","JARDIM AMÉRICA"," CARIACICA",4345,"4,3 km"
"RIO MARINHO"," VILA VELHA","CARIACICA SEDE"," CARIACICA",19657,"19,7 km"
"RIO MARINHO"," VILA VELHA","BOA SORTE"," CARIACICA",3429,"3,4 km"
"RIO MARINHO"," VILA VELHA","SÃO FRANCISCO"," CARIACICA",7521,"7,5 km"
"RIO MARINHO"," VILA VELHA","VALE DOS REIS"," CARIACICA",14739,"14,7 km"
"RIO MARINHO"," VILA VELHA","SANTO ANDRÉ"," CARIACICA",7165,"7,2 km"
"RIO MARINHO"," VILA VELHA","FLEXAL II"," CARIACICA",16049,"16,0 km"
"RIO MARINHO"," VILA VELHA","SÃO FRANCISCO"," CARIACICA",7521,"7,5 km"
"RIO MARINHO"," VILA VELHA","SANTA BARBARA"," CARIACICA",5735,"5,7 km"
"RIO MARINHO"," VILA VELHA","N R DA PENHA"," CARIACICA",4864,"4,9 km"
"RIO MARINHO"," VILA VELHA","SANTO ANDRÉ"," CARIACICA",7165,"7,2 km"
"RIO MARINHO"," VILA VELHA","PORTO DE CARIACICA"," CARIACICA",18229,"18,2 km"
"RIO MARINHO"," VILA VELHA","SÃO GERALDO"," CARIACICA",4670,"4,7 km"
"RIO MARINHO"," VILA VELHA","CASTELO BRANCO"," CARIACICA",2898,"2,9 km"
"RIO MARINHO"," VILA VELHA","PLANETA 2"," CARIACICA",16497,"16,5 km"
"RIO MARINHO"," VILA VELHA","VILA GRAUNA"," CARIACICA",10722,"10,7 km"
"RIO MARINHO"," VILA VELHA","ROSA DA PENHA"," CARIACICA",4666,"4,7 km"
"RIO MARINHO"," VILA VELHA","TIRADENTE"," CARIACICA",6460,"6,5 km"
"RIO MARINHO"," VILA VELHA","BOM BOSCO"," CARIACICA",7287,"7,3 km"
"RIO MARINHO"," VILA VELHA","VALE DA ESPERANÇA"," CARIACICA",3541,"3,5 km"
"RIO MARINHO"," VILA VELHA","ITAQUARI. BELA AURORA"," CARIACICA",2156,"2,2 km"
"RIO MARINHO"," VILA VELHA","CRUZEIRO DO SUL"," CARIACICA",6123,"6,1 km"
"RIO MARINHO"," VILA VELHA","NOVA ROSA DA PENHA"," CARIACICA",19568,"19,6 km"
"RIO MARINHO"," VILA VELHA","FLEXAL I"," CARIACICA",11626,"11,6 km"
"RIO MARINHO"," VILA VELHA","NOVA BRASÍLIA"," CARIACICA",8545,"8,5 km"
"RIO MARINHO"," VILA VELHA","JUCU"," VIANA",22757,"22,8 km"
"RIO MARINHO"," VILA VELHA","SANTA TEREZINHA"," VIANA",10879,"10,9 km"
"RIO MARINHO"," VILA VELHA","VILA BETÂNIA"," VIANA",8816,"8,8 km"
"RIO MARINHO"," VILA VELHA","PEDRA MULATA"," VIANA",12879,"12,9 km"
"RIO MARINHO"," VILA VELHA","ARLINDO VILASQUE"," VIANA",10355,"10,4 km"
"RIO MARINHO"," VILA VELHA","VILA NOVA"," VIANA",10860,"10,9 km"
"RIO MARINHO"," VILA VELHA","UNIVERSAL"," VIANA",15738,"15,7 km"
"RIO MARINHO"," VILA VELHA","CARIOCA"," VIANA",525311,"525 km"
"RIO MARINHO"," VILA VELHA","PRIMAVERA"," VIANA",13489,"13,5 km"
"RIO MARINHO"," VILA VELHA","MARCILIO DE NORONHA"," VIANA",12523,"12,5 km"
"RIO MARINHO"," VILA VELHA","BOM PASTOR"," VIANA",19652,"19,7 km"
"RIO MARINHO"," VILA VELHA","VILA BETHANIA"," VIANA",8816,"8,8 km"
"RIO MARINHO"," VILA VELHA","IPANEMA"," VIANA",15648,"15,6 km"
"RIO MARINHO"," VILA VELHA","PRAIA DAS GAIVOTAS"," VILA VELHA",7068,"7,1 km"
"RIO MARINHO"," VILA VELHA","CENTRO"," VILA VELHA",9239,"9,2 km"
"RIO MARINHO"," VILA VELHA","SANTOS DUMONT"," VILA VELHA",6040,"6,0 km"
"RIO MARINHO"," VILA VELHA","JARDIM MARILÂNDIA"," VILA VELHA",1964,"2,0 km"
"RIO MARINHO"," VILA VELHA","RIVIEIRA DA BARRA"," VILA VELHA",11543,"11,5 km"
"RIO MARINHO"," VILA VELHA","GLÓRIA"," VILA VELHA",7872,"7,9 km"
"RIO MARINHO"," VILA VELHA","VALE ENCANTADO"," VILA VELHA",6030,"6,0 km"
"RIO MARINHO"," VILA VELHA","PRAIA DA COSTA"," VILA VELHA",10163,"10,2 km"
"RIO MARINHO"," VILA VELHA","JARDIM ASTECA"," VILA VELHA",5840,"5,8 km"
"RIO MARINHO"," VILA VELHA","TERRA VERMELHA"," VILA VELHA",15319,"15,3 km"
"RIO MARINHO"," VILA VELHA","PRAIA DE ITAPARICA"," VILA VELHA",8863,"8,9 km"
"RIO MARINHO"," VILA VELHA","ALECRIM"," VILA VELHA",3665,"3,7 km"
"RIO MARINHO"," VILA VELHA","DIVINO ESPIRITO SANTO"," VILA VELHA",8376,"8,4 km"
"RIO MARINHO"," VILA VELHA","BOA VISTA"," VILA VELHA",9317,"9,3 km"
"RIO MARINHO"," VILA VELHA","SANTA MONICA"," VILA VELHA",7780,"7,8 km"
"RIO MARINHO"," VILA VELHA","ILHA DOS BENTOS"," VILA VELHA",6881,"6,9 km"
"RIO MARINHO"," VILA VELHA","NOVA ALMEIDA"," SERRA",48616,"48,6 km"
"RIO MARINHO"," VILA VELHA","BOULEVARD LAGOA"," SERRA",34425,"34,4 km"
"RIO MARINHO"," VILA VELHA","PARQUE JACARAIPE"," SERRA",37225,"37,2 km"
"RIO MARINHO"," VILA VELHA","CENTRAL DE CARAPINA"," SERRA",24965,"25,0 km"
"RIO MARINHO"," VILA VELHA","JARDIM ATLANTICO"," SERRA",38813,"38,8 km"
"RIO MARINHO"," VILA VELHA","LARANJEIRAS VELHAS"," SERRA",27590,"27,6 km"
"RIO MARINHO"," VILA VELHA","CIDADE POMAR"," SERRA",32964,"33,0 km"
"RIO MARINHO"," VILA VELHA","PRAIA CARAPEUS"," SERRA",31954,"32,0 km"
"RIO MARINHO"," VILA VELHA","COLINA LARANJEIRA"," SERRA",28353,"28,4 km"
"RIO MARINHO"," VILA VELHA","RESIDENCIAL JACARAI"," SERRA",39796,"39,8 km"
"RIO MARINHO"," VILA VELHA","JARDIM CARAPINA"," SERRA",34019,"34,0 km"
"RIO MARINHO"," VILA VELHA","CARAPINA GRANDE"," SERRA",23212,"23,2 km"
"RIO MARINHO"," VILA VELHA","NOVO HORIZONTE"," SERRA",27332,"27,3 km"
"RIO MARINHO"," VILA VELHA","PLANALTO SERRANO"," SERRA",34982,"35,0 km"
"RIO MARINHO"," VILA VELHA","VALPARAISO"," SERRA",27099,"27,1 km"
"RIO MARINHO"," VILA VELHA","CIVIT II"," SERRA",31021,"31,0 km"
"RIO MARINHO"," VILA VELHA","ITAPEBUSSU"," GUARAPARI",51780,"51,8 km"
"RIO MARINHO"," VILA VELHA","RECANTO DA SEREIA"," GUARAPARI",25113,"25,1 km"
"RIO MARINHO"," VILA VELHA","SÃO JUDAS TADEU"," GUARAPARI",53123,"53,1 km"
"RIO MARINHO"," VILA VELHA","MEAIPE"," GUARAPARI",65089,"65,1 km"
"RIO MARINHO"," VILA VELHA","BELA VISTA"," COLATINA",144982,"145 km"
"RIO MARINHO"," VILA VELHA","CENTRO"," COLATINA",145511,"146 km"
"RIO MARINHO"," VILA VELHA","NOSSA SENHORA DA APARECIDA"," COLATINA",145719,"146 km"
"RIO MARINHO"," VILA VELHA","CENTRO"," MARECHAL FLORIANO",50307,"50,3 km"
"RIO MARINHO"," VILA VELHA","TREVO SANTA MARIA"," MARECHAL FLORIANO",60586,"60,6 km"
"RIO MARINHO"," VILA VELHA","PEDRA AZUL"," DOMINGOS MARTINS",92435,"92,4 km"
"RIO MARINHO"," VILA VELHA","ESPLANADA"," VENDA NOVA",106579,"107 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BR-262, 5200 - Rio Branco"," CARIACICA",21306,"21,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM CAMBURI"," VITORIA",23907,"23,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM DA PENHA"," VITORIA",20155,"20,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ENSEADA DO SUÁ"," VITORIA",19107,"19,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","FORTE SÃO JOÃO"," VITORIA",19728,"19,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SÃO CRISTOVÃO"," VITORIA",20560,"20,6 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTA MARTHA"," VITORIA",20461,"20,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM CAMBURI"," VITORIA",23907,"23,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PRAIA DO CANTO"," VITORIA",18130,"18,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CENTRO"," VITORIA",18165,"18,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ITARARE"," VITORIA",19200,"19,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JABOUR"," VITORIA",22960,"23,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","GRANDE VITÓRIA"," VITORIA",22602,"22,6 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ALTO LAGE"," CARIACICA",19034,"19,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","OPERARIOS"," CARIACICA",26206,"26,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTA CECILIA"," CARIACICA",21159,"21,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VILA CAPIXABA"," CARIACICA",21329,"21,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VERA CRUZ"," CARIACICA",17559,"17,6 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CAMPO VERDE"," CARIACICA",24704,"24,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ITACIBA"," CARIACICA",19546,"19,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","TUCUM"," CARIACICA",21493,"21,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ITANGUA"," CARIACICA",20708,"20,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PORTO DE SANTANA"," CARIACICA",19044,"19,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","NOVA ROSA PENHA"," CARIACICA",32287,"32,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ITAPEMIRIM"," CARIACICA",17884,"17,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM CAMPO GRANDE"," CARIACICA",20408,"20,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SÃO GERALDO"," CARIACICA",18132,"18,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CAMPO GRANDE"," CARIACICA",20002,"20,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CRUZEIRO DO SUL"," CARIACICA",19710,"19,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM AMÉRICA"," CARIACICA",15981,"16,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CARIACICA SEDE"," CARIACICA",28654,"28,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BOA SORTE"," CARIACICA",16762,"16,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SÃO FRANCISCO"," CARIACICA",23290,"23,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VALE DOS REIS"," CARIACICA",27458,"27,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTO ANDRÉ"," CARIACICA",23732,"23,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","FLEXAL II"," CARIACICA",28768,"28,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SÃO FRANCISCO"," CARIACICA",23290,"23,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTA BARBARA"," CARIACICA",20036,"20,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","N R DA PENHA"," CARIACICA",18326,"18,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTO ANDRÉ"," CARIACICA",23732,"23,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PORTO DE CARIACICA"," CARIACICA",30948,"30,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SÃO GERALDO"," CARIACICA",18132,"18,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CASTELO BRANCO"," CARIACICA",17199,"17,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PLANETA 2"," CARIACICA",25494,"25,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VILA GRAUNA"," CARIACICA",22443,"22,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ROSA DA PENHA"," CARIACICA",18128,"18,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","TIRADENTE"," CARIACICA",20046,"20,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BOM BOSCO"," CARIACICA",20006,"20,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VALE DA ESPERANÇA"," CARIACICA",16526,"16,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ITAQUARI. BELA AURORA"," CARIACICA",15477,"15,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CRUZEIRO DO SUL"," CARIACICA",19710,"19,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","NOVA ROSA DA PENHA"," CARIACICA",32287,"32,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","FLEXAL I"," CARIACICA",22322,"22,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","NOVA BRASÍLIA"," CARIACICA",21264,"21,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JUCU"," VIANA",40379,"40,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTA TEREZINHA"," VIANA",28165,"28,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VILA BETÂNIA"," VIANA",24542,"24,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PEDRA MULATA"," VIANA",3518,"3,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ARLINDO VILASQUE"," VIANA",26922,"26,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VILA NOVA"," VIANA",28773,"28,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","UNIVERSAL"," VIANA",28457,"28,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CARIOCA"," VIANA",515950,"516 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PRIMAVERA"," VIANA",26209,"26,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","MARCILIO DE NORONHA"," VIANA",25242,"25,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BOM PASTOR"," VIANA",32372,"32,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VILA BETHANIA"," VIANA",24542,"24,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","IPANEMA"," VIANA",28367,"28,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PRAIA DAS GAIVOTAS"," VILA VELHA",8136,"8,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CENTRO"," VILA VELHA",13092,"13,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTOS DUMONT"," VILA VELHA",11341,"11,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM MARILÂNDIA"," VILA VELHA",13360,"13,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","RIO MARINHO"," VILA VELHA",14943,"14,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","GLÓRIA"," VILA VELHA",15151,"15,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VALE ENCANTADO"," VILA VELHA",13096,"13,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PRAIA DA COSTA"," VILA VELHA",14038,"14,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM ASTECA"," VILA VELHA",9730,"9,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","TERRA VERMELHA"," VILA VELHA",2524,"2,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PRAIA DE ITAPARICA"," VILA VELHA",9071,"9,1 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ALECRIM"," VILA VELHA",13310,"13,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","DIVINO ESPIRITO SANTO"," VILA VELHA",11662,"11,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BOA VISTA"," VILA VELHA",13171,"13,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SANTA MONICA"," VILA VELHA",9154,"9,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ILHA DOS BENTOS"," VILA VELHA",8891,"8,9 km"
"RIVIEIRA DA BARRA"," VILA VELHA","NOVA ALMEIDA"," SERRA",52843,"52,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BOULEVARD LAGOA"," SERRA",38652,"38,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PARQUE JACARAIPE"," SERRA",41452,"41,5 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CENTRAL DE CARAPINA"," SERRA",29192,"29,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM ATLANTICO"," SERRA",43040,"43,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","LARANJEIRAS VELHAS"," SERRA",31817,"31,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CIDADE POMAR"," SERRA",37191,"37,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PRAIA CARAPEUS"," SERRA",36181,"36,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","COLINA LARANJEIRA"," SERRA",32579,"32,6 km"
"RIVIEIRA DA BARRA"," VILA VELHA","RESIDENCIAL JACARAI"," SERRA",44022,"44,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","JARDIM CARAPINA"," SERRA",28216,"28,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CARAPINA GRANDE"," SERRA",27438,"27,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","NOVO HORIZONTE"," SERRA",30560,"30,6 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PLANALTO SERRANO"," SERRA",39209,"39,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","VALPARAISO"," SERRA",31326,"31,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CIVIT II"," SERRA",35247,"35,2 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ITAPEBUSSU"," GUARAPARI",42418,"42,4 km"
"RIVIEIRA DA BARRA"," VILA VELHA","RECANTO DA SEREIA"," GUARAPARI",15752,"15,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","SÃO JUDAS TADEU"," GUARAPARI",43762,"43,8 km"
"RIVIEIRA DA BARRA"," VILA VELHA","MEAIPE"," GUARAPARI",55728,"55,7 km"
"RIVIEIRA DA BARRA"," VILA VELHA","BELA VISTA"," COLATINA",149208,"149 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CENTRO"," COLATINA",149738,"150 km"
"RIVIEIRA DA BARRA"," VILA VELHA","NOSSA SENHORA DA APARECIDA"," COLATINA",149945,"150 km"
"RIVIEIRA DA BARRA"," VILA VELHA","CENTRO"," MARECHAL FLORIANO",63026,"63,0 km"
"RIVIEIRA DA BARRA"," VILA VELHA","TREVO SANTA MARIA"," MARECHAL FLORIANO",73305,"73,3 km"
"RIVIEIRA DA BARRA"," VILA VELHA","PEDRA AZUL"," DOMINGOS MARTINS",105154,"105 km"
"RIVIEIRA DA BARRA"," VILA VELHA","ESPLANADA"," VENDA NOVA",119298,"119 km"
"GLÓRIA"," VILA VELHA","BR-262, 5200 - Rio Branco"," CARIACICA",13881,"13,9 km"
"GLÓRIA"," VILA VELHA","JARDIM CAMBURI"," VITORIA",14513,"14,5 km"
"GLÓRIA"," VILA VELHA","JARDIM DA PENHA"," VITORIA",10761,"10,8 km"
"GLÓRIA"," VILA VELHA","ENSEADA DO SUÁ"," VITORIA",9713,"9,7 km"
"GLÓRIA"," VILA VELHA","FORTE SÃO JOÃO"," VITORIA",12302,"12,3 km"
"GLÓRIA"," VILA VELHA","SÃO CRISTOVÃO"," VITORIA",11166,"11,2 km"
"GLÓRIA"," VILA VELHA","SANTA MARTHA"," VITORIA",11067,"11,1 km"
"GLÓRIA"," VILA VELHA","JARDIM CAMBURI"," VITORIA",14513,"14,5 km"
"GLÓRIA"," VILA VELHA","PRAIA DO CANTO"," VITORIA",8736,"8,7 km"
"GLÓRIA"," VILA VELHA","CENTRO"," VITORIA",8771,"8,8 km"
"GLÓRIA"," VILA VELHA","ITARARE"," VITORIA",9806,"9,8 km"
"GLÓRIA"," VILA VELHA","JABOUR"," VITORIA",13565,"13,6 km"
"GLÓRIA"," VILA VELHA","GRANDE VITÓRIA"," VITORIA",15177,"15,2 km"
"GLÓRIA"," VILA VELHA","ALTO LAGE"," CARIACICA",11609,"11,6 km"
"GLÓRIA"," VILA VELHA","OPERARIOS"," CARIACICA",18780,"18,8 km"
"GLÓRIA"," VILA VELHA","SANTA CECILIA"," CARIACICA",13733,"13,7 km"
"GLÓRIA"," VILA VELHA","VILA CAPIXABA"," CARIACICA",13903,"13,9 km"
"GLÓRIA"," VILA VELHA","VERA CRUZ"," CARIACICA",10133,"10,1 km"
"GLÓRIA"," VILA VELHA","CAMPO VERDE"," CARIACICA",15225,"15,2 km"
"GLÓRIA"," VILA VELHA","ITACIBA"," CARIACICA",10067,"10,1 km"
"GLÓRIA"," VILA VELHA","TUCUM"," CARIACICA",12014,"12,0 km"
"GLÓRIA"," VILA VELHA","ITANGUA"," CARIACICA",13282,"13,3 km"
"GLÓRIA"," VILA VELHA","PORTO DE SANTANA"," CARIACICA",9565,"9,6 km"
"GLÓRIA"," VILA VELHA","NOVA ROSA PENHA"," CARIACICA",24862,"24,9 km"
"GLÓRIA"," VILA VELHA","ITAPEMIRIM"," CARIACICA",10458,"10,5 km"
"GLÓRIA"," VILA VELHA","JARDIM CAMPO GRANDE"," CARIACICA",12982,"13,0 km"
"GLÓRIA"," VILA VELHA","SÃO GERALDO"," CARIACICA",10706,"10,7 km"
"GLÓRIA"," VILA VELHA","CAMPO GRANDE"," CARIACICA",12577,"12,6 km"
"GLÓRIA"," VILA VELHA","CRUZEIRO DO SUL"," CARIACICA",12285,"12,3 km"
"GLÓRIA"," VILA VELHA","JARDIM AMÉRICA"," CARIACICA",8555,"8,6 km"
"GLÓRIA"," VILA VELHA","CARIACICA SEDE"," CARIACICA",19175,"19,2 km"
"GLÓRIA"," VILA VELHA","BOA SORTE"," CARIACICA",9337,"9,3 km"
"GLÓRIA"," VILA VELHA","SÃO FRANCISCO"," CARIACICA",15864,"15,9 km"
"GLÓRIA"," VILA VELHA","VALE DOS REIS"," CARIACICA",20032,"20,0 km"
"GLÓRIA"," VILA VELHA","SANTO ANDRÉ"," CARIACICA",16306,"16,3 km"
"GLÓRIA"," VILA VELHA","FLEXAL II"," CARIACICA",21343,"21,3 km"
"GLÓRIA"," VILA VELHA","SÃO FRANCISCO"," CARIACICA",15864,"15,9 km"
"GLÓRIA"," VILA VELHA","SANTA BARBARA"," CARIACICA",12611,"12,6 km"
"GLÓRIA"," VILA VELHA","N R DA PENHA"," CARIACICA",10900,"10,9 km"
"GLÓRIA"," VILA VELHA","SANTO ANDRÉ"," CARIACICA",16306,"16,3 km"
"GLÓRIA"," VILA VELHA","PORTO DE CARIACICA"," CARIACICA",17632,"17,6 km"
"GLÓRIA"," VILA VELHA","SÃO GERALDO"," CARIACICA",10706,"10,7 km"
"GLÓRIA"," VILA VELHA","CASTELO BRANCO"," CARIACICA",9774,"9,8 km"
"GLÓRIA"," VILA VELHA","PLANETA 2"," CARIACICA",16015,"16,0 km"
"GLÓRIA"," VILA VELHA","VILA GRAUNA"," CARIACICA",12964,"13,0 km"
"GLÓRIA"," VILA VELHA","ROSA DA PENHA"," CARIACICA",10702,"10,7 km"
"GLÓRIA"," VILA VELHA","TIRADENTE"," CARIACICA",12621,"12,6 km"
"GLÓRIA"," VILA VELHA","BOM BOSCO"," CARIACICA",12581,"12,6 km"
"GLÓRIA"," VILA VELHA","VALE DA ESPERANÇA"," CARIACICA",9100,"9,1 km"
"GLÓRIA"," VILA VELHA","ITAQUARI. BELA AURORA"," CARIACICA",8051,"8,1 km"
"GLÓRIA"," VILA VELHA","CRUZEIRO DO SUL"," CARIACICA",12285,"12,3 km"
"GLÓRIA"," VILA VELHA","NOVA ROSA DA PENHA"," CARIACICA",24862,"24,9 km"
"GLÓRIA"," VILA VELHA","FLEXAL I"," CARIACICA",12843,"12,8 km"
"GLÓRIA"," VILA VELHA","NOVA BRASÍLIA"," CARIACICA",13838,"13,8 km"
"GLÓRIA"," VILA VELHA","JUCU"," VIANA",28051,"28,1 km"
"GLÓRIA"," VILA VELHA","SANTA TEREZINHA"," VIANA",20739,"20,7 km"
"GLÓRIA"," VILA VELHA","VILA BETÂNIA"," VIANA",17116,"17,1 km"
"GLÓRIA"," VILA VELHA","PEDRA MULATA"," VIANA",15916,"15,9 km"
"GLÓRIA"," VILA VELHA","ARLINDO VILASQUE"," VIANA",19497,"19,5 km"
"GLÓRIA"," VILA VELHA","VILA NOVA"," VIANA",21347,"21,3 km"
"GLÓRIA"," VILA VELHA","UNIVERSAL"," VIANA",21032,"21,0 km"
"GLÓRIA"," VILA VELHA","CARIOCA"," VIANA",528348,"528 km"
"GLÓRIA"," VILA VELHA","PRIMAVERA"," VIANA",18783,"18,8 km"
"GLÓRIA"," VILA VELHA","MARCILIO DE NORONHA"," VIANA",17817,"17,8 km"
"GLÓRIA"," VILA VELHA","BOM PASTOR"," VIANA",24946,"24,9 km"
"GLÓRIA"," VILA VELHA","VILA BETHANIA"," VIANA",17116,"17,1 km"
"GLÓRIA"," VILA VELHA","IPANEMA"," VIANA",20942,"20,9 km"
"GLÓRIA"," VILA VELHA","PRAIA DAS GAIVOTAS"," VILA VELHA",7821,"7,8 km"
"GLÓRIA"," VILA VELHA","CENTRO"," VILA VELHA",2934,"2,9 km"
"GLÓRIA"," VILA VELHA","SANTOS DUMONT"," VILA VELHA",3761,"3,8 km"
"GLÓRIA"," VILA VELHA","JARDIM MARILÂNDIA"," VILA VELHA",5934,"5,9 km"
"GLÓRIA"," VILA VELHA","RIO MARINHO"," VILA VELHA",7518,"7,5 km"
"GLÓRIA"," VILA VELHA","RIVIEIRA DA BARRA"," VILA VELHA",14580,"14,6 km"
"GLÓRIA"," VILA VELHA","VALE ENCANTADO"," VILA VELHA",9625,"9,6 km"
"GLÓRIA"," VILA VELHA","PRAIA DA COSTA"," VILA VELHA",3858,"3,9 km"
"GLÓRIA"," VILA VELHA","JARDIM ASTECA"," VILA VELHA",6593,"6,6 km"
"GLÓRIA"," VILA VELHA","TERRA VERMELHA"," VILA VELHA",18355,"18,4 km"
"GLÓRIA"," VILA VELHA","PRAIA DE ITAPARICA"," VILA VELHA",5067,"5,1 km"
